HSNCode,Description,Length
85254000,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERASSTILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS",8
852550,TRANSMISSION APPARATUS:,6
85255010,RADIO BROADCAST TRANSMITTER,8
85255020,TV BROADCAST TRANSMITTER,8
85255030,BROADCAST EQUIPMENT SUB-SYSTEM,8
85255040,COMMUNICATION JAMMING EQUIPMENT,8
85255050,Wireless microphone,8
85255090,OTHER,8
852560,Transmission apparatus incorporating reception apparatus,6
85256000,Transmission apparatus incorporating reception apparatus,8
85256011,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS --- TWO WAY RADIO COMMUNICATION EQUIPMENT ---- WALKIE TALKIE SET",8
85256012,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS --- TWO WAY RADIO COMMUNICATION EQUIPMENT ---- MARINE RADIO COMMUNICATION EQUIPMENT",8
85256013,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS --- TWO WAY RADIO COMMUNICATION EQUIPMENT ---- AMATEUR RADIO EQUIPMENT",8
85256019,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS --- TWO WAY RADIO COMMUNICATION EQUIPMENT ---- OTHER",8
85256091,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS --- OTHER ---- VSAT TERMINALS",8
85256092,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS --- OTHER ---- OTHER SATELLITE COMMUNICATION EQUIPMENT",8
85256099,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS --- OTHER ---- OTHER",8
852580,"Television cameras, digital cameras and video camera recorders",6
85258010,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS --- TELEVISION CAMERAS",8
85258020,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS --- DIGITAL CAMERAS",8
85258030,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS --- VIDEO CAMERA RECORDERS",8
85258090,"TRANSMISSION APPARATUS FOR RADIO BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS - TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS --- OTHER",8
852581,HIGH-SPEED GOODS AS SPECIFIED IN SUB-HEADING NOTE 1 TO THIS CHAPTER,6
85258100,HIGH-SPEED GOODS AS SPECIFIED IN SUB-HEADING NOTE 1 TO THIS CHAPTER,8
852582,"OTHER, RADIATION-HARDENED OR RADIATION-TOLERANT GOODS AS SPECIFIED IN SUB-HEADING NOTE 2 TO THIS CHAPTER",6
85258200,"OTHER, RADIATION-HARDENED OR RADIATION-TOLERANT GOODS AS SPECIFIED IN SUB-HEADING NOTE 2 TO THIS CHAPTER",8
852583,"OTHER, NIGHT VISION GOODS AS SPECIFIED IN SUB HEADING NOTE 3 TO THIS CHAPTER",6
85258300," OTHER, NIGHT VISION GOODS AS SPECIFIED IN SUB-HEADING NOTE 3 TO THIS CHAPTER",8
852589,OTHER,6
85258900,OTHER,8
8526,"RADAR APPARATUS, RADIO NAVIGATIONAL AID APPARATUS AND RADIO REMOTE CONTROL APPARATUS",4
852610,RADAR APPARATUS,6
85261000,RADAR APPARATUS,8
852691,RADIO NAVIGATIONAL AID APPARATUS:,6
85269110,DIRECTION MEASURING EQUIPMENT,8
85269120,INSTRUMENT LANDING SYSTEM,8
85269130,DIRECTION FINDING EQUIPMENT,8
85269140,NON-DIRECTIONAL BEACON,8
85269150,VHF OMNI RANGE EQUIPMENT,8
85269190,OTHER,8
852692,RADIO REMOTE CONTROL APPARATUS,6
85269200,RADIO REMOTE CONTROL APPARATUS,8
8527,"RECEPTION APPARATUS FOR RADIO-BROADCASTING WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK",4
852712,POCKET-SIZE RADIO CASSETTE-PLAYERS,6
85271200,POCKET-SIZE RADIO CASSETTE-PLAYERS,8
852713,OTHER APPARATUS COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS,6
85271300,OTHER APPARATUS COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS,8
852719,OTHER,6
85271900,OTHER,8
852721,COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS,6
85272100,COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS,8
852729,OTHER,6
85272900,OTHER,8
85273100,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER RADIO-BROADCAST RECEIVERS, INCLUDING APPARATUS CAPABLE OF RECEIVING ALSO RADIOTELEPHONY OR RADIO-TELEGRAPHY: COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS",8
85273200,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER RADIO-BROADCAST RECEIVERS, INCLUDING APPARATUS CAPABLE OF RECEIVING ALSO RADIOTELEPHONY OR RADIO-TELEGRAPHY: NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS BUT COMBINED WITH A CLOCK",8
85273900,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER RADIO-BROADCAST RECEIVERS, INCLUDING APPARATUS CAPABLE OF RECEIVING ALSO RADIOTELEPHONY OR RADIO-TELEGRAPHY: OTHER",8
85279011,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER APPARATUS: - RADIO COMMUNICATION RECEIVERS: RADIO PAGERS",8
85279012,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER APPARATUS: - RADIO COMMUNICATION RECEIVERS: DEMODULATORS",8
85279019,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER APPARATUS: - RADIO COMMUNICATION RECEIVERS: OTHER",8
85279090,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER APPARATUS: OTHER",8
852791,COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS,6
85279100,COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS,8
852792,NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS BUT COMBINED WITH A CLOCK ,6
85279200,NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS BUT COMBINED WITH A CLOCK ,8
852799,Other,6
85279900,Other,8
85279911,"RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER -- OTHER --- RADIO COMMUNICATION RECEIVERS ---- RADIO PAGERS",8
85279912,"RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER -- OTHER --- RADIO COMMUNICATION RECEIVERS ---- DEMODULATORS",8
85279919,"RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER -- OTHER --- RADIO COMMUNICATION RECEIVERS ---- OTHER",8
85279990,"RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK - OTHER -- OTHER --- OTHER",8
8528,"MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS, RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS",4
85281211,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : TELEVISION SET OF SCREEN SIZE UPTO 36 CM",8
85281212,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : TELEVISION SET OF SCREEN SIZE EXCEEDING 36 CM BUT NOT EXCEEDING 54 CM",8
85281213,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : TELEVISION SET OF SCREEN SIZE EXCEEDING 54 CM BUT NOT EXCEEDING 68 CM",8
85281214,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : TELEVISION SET OF SCREEN SIZE EXCEEDING 68 CM BUT NOT EXCEEDING 74 CM",8
85281215,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : TELEVISION SET OF SCREEN SIZE EXCEEDING 74 CM BUT NOT EXCEEDING 87 CM",8
85281216,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : TELEVISION SET OF SCREEN SIZE EXCEEDING 87 CM BUT NOT EXCEEDING 105 CM",8
85281217,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : TELEVISION SET OF SCREEN SIZE EXCEEDING 105 CM",8
85281218,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : LIQUID CRYSTAL DISPLAY TELEVISION SET OF SCREEN SIZE BELOW 63 CM",8
85281219,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : OTHER",8
85281291,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : OTHER - SATELLITE RECEIVERS",8
85281299,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: - COLOUR : OTHER - OTHER",8
85281310,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: BLACK AND WHITE OR OTHER MONOCHROME: LIQUID CRYSTAL DISPLAY TELEVISION SET OF SCREEN SIZE BELOW 25 CM",8
85281390,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS: BLACK AND WHITE OR OTHER MONOCHROME: OTHER",8
85282110,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - VIDEO MONITORS: - COLOUR: PROFESSIONAL MONITORS FOR STUDIO USE (OF RESOLUTION 800 LINES AND ABOVE)",8
85282190,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - VIDEO MONITORS: - COLOUR: OTHER",8
85282200,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - VIDEO MONITORS: BLACK AND WHITE OR OTHER MONOCHROME",8
85283010,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - VIDEO PROJECTORS: COLOUR, WITH FLAT PANEL SCREEN",8
85283020,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - VIDEO PROJECTORS: COLOUR",8
85283030,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS; VIDEO MONITORS AND VIDEO PROJECTORS - VIDEO PROJECTORS: BLACK AND WHITE OR OTHER MONOCHOROME",8
85284100,"MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS. RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVER OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS - CATHODE-RAY TUBE MONITORS -- OF A KIND SOLELY OR PRINCIPALLY USED IN AN AUTOMATIC DATA PROCESSING SYSTEM OF HEADING 8471",8
852842,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 8470,6
85284200,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,8
852849,OTHER,6
85284900,OTHER,8
85285100,"MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS. RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVER OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS - OTHER MONITORS -- OF A KIND SOLELY OR PRINCIPALLY USED IN AN AUTOMATIC DATA PROCESSING SYSTEM OF HEADING 8471",8
852852,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 8470,6
85285200,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,8
852859,OTHER,6
85285900,OTHER,8
85286100,"MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS. RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVER OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS - PROJECTORS",8
852862,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 8470,6
85286200,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,8
852869,OTHER,6
85286900,OTHER,8
852871,NOT DESIGNED TO INCORPORATE A VIDEO DISPLAY OR SCREEN,6
85287100,NOT DESIGNED TO INCORPORATE A VIDEO DISPLAY OR SCREEN,8
852872,"OTHER, COLOUR:",6
85287211,TELEVISION SET OF SCREEN SIZE UPTO 36 CM,8
85287212,TELEVISION SET OF SCREEN SIZE EXCEEDING 36 CM BUT NOT EXCEEDING 54 CM,8
85287213,TELEVISION SET OF SCREEN SIZE EXCEEDING 54 CM BUT NOT EXCEEDING 68 CM,8
85287214,TELEVISION SET OF SCREEN SIZE EXCEEDING 68 CM BUT NOT EXCEEDING 74 CM,8
85287215,TELEVISION SET OF SCREEN SIZE EXCEEDING 74 CM BUT NOT EXCEEDING 87 CM,8
85287216,TELEVISION SET OF SCREEN SIZE EXCEEDING 87 CM BUT NOT EXCEEDING 105 CM,8
85287217,TELEVISION SET OF SCREEN SIZE EXCEEDING 105 CM,8
85287218,LIQUID CRYSTAL DISPLAY TELEVISION SET OF SCREEN SIZE BELOW 63 CM,8
85287219,OTHER,8
852873,"OTHER, MONOCHROME:",6
85287310,LIQUID CRYSTAL DISPLAY TELEVISION SET OF SCREEN,8
85287390,OTHER,8
8529,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 8524 TO 8528,4
852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,6
85291011,FOR COMMUNICATION JAMMING EQUIPMENT,8
85291012,FOR AMATEUR RADIO COMMUNICATION EQUIPMENT,8
85291019,OTHER,8
85291021,FOR COMMUNICATION JAMMING EQUIPMENT,8
85291022,FOR AMATEUR RADIO COMMUNICATION EQUIPMENT,8
85291029,OTHER,8
85291091,FOR COMMUNICATION JAMMING EQUIPMENT,8
85291092,FOR AMATEUR RADIO COMMUNICATION EQUIPMENT,8
85291099,OTHER,8
852990,OTHER :,6
85299010,FOR COMMUNICATION JAMMING EQUIPMENT,8
85299020,FOR AMATEUR RADIO COMMUNICATION EQUIPMENT,8
85299030,Open cell for television set,8
85299090,OTHER,8
8530,"ELECTRICAL SIGNALLING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAILWAYS, TRAMWAYS, ROADS, INLAND WATERWAYS, PARKING FACILITIES, PORT INSTALLATIONS OR AIRFIELDS (OTHER THAN THOSE OF HEADING 8608)",4
853010,EQUIPMENT FOR RAILWAYS OR TRAMWAYS:,6
85301010,FOR RAILWAYS,8
85301020,FOR TRAMWAYS,8
853080,OTHER EQUIPMENT,6
85308000,OTHER EQUIPMENT,8
853090,PARTS,6
85309000,PARTS,8
8531,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS), OTHER THAN THOSE OF HEADING 8512 OR 8530",4
853110,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS :,6
85311010,BURGLAR ALARM,8
85311020,FIRE ALARM,8
85311090,OTHER,8
853120,INDICATOR PANELS INCORPORATING LIQUID CRYSTAL DEVICES (LCD) OR LIGHT-EMITTING DIODES (LED),6
85312000,INDICATOR PANELS INCORPORATING LIQUID CRYSTAL DEVICES (LCD) OR LIGHT-EMITTING DIODES (LED),8
853180,OTHER APPARATUS,6
85318000,OTHER APPARATUS,8
853190,PARTS,6
85319000,PARTS,8
8532,"ELECTRICAL CAPACITORS, FIXED, VARIABLE OR ADJUSTABLE (PRE-SET)",4
853210,FIXED CAPACITORS DESIGNED FOR USE IN 50 OR 60 HZ CIRCUITS AND HAVING A REACTIVE POWER HANDLING CAPACITY OF NOT LESS THAN 0.5 KVAR (POWER CAPACITORS),6
85321000,FIXED CAPACITORS DESIGNED FOR USE IN 50 OR 60 HZ CIRCUITS AND HAVING A REACTIVE POWER HANDLING CAPACITY OF NOT LESS THAN 0.5 KVAR (POWER CAPACITORS),8
853221, TANTALUM,6
85322100, TANTALUM,8
853222,ALUMINIUM ELECTROLYTIC,6
85322200,ALUMINIUM ELECTROLYTIC,8
853223," CERAMIC DIELECTRIC, SINGLE LAYER",6
85322300," CERAMIC DIELECTRIC, SINGLE LAYER",8
853224," CERAMIC DIELECTRIC, MULTILAYER",6
85322400," CERAMIC DIELECTRIC, MULTILAYER",8
853225, DIELECTRIC OF PAPER OR PLASTICS,6
85322500, DIELECTRIC OF PAPER OR PLASTICS,8
853229, OTHER :,6
85322910, OF DIELECTRIC OF MICA,8
85322990, OTHER,8
853230, VARIABLE OR ADJUSTABLE (PRESET) CAPACITORS,6
85323000, VARIABLE OR ADJUSTABLE (PRESET) CAPACITORS,8
853290, PARTS,6
85329000, PARTS,8
8533,"ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS), OTHER THAN HEATING RESISTORS",4
853310,"FIXED CARBON RESISTORS, COMPOSITION OR FILM TYPES",6
85331000,"    FIXED CARBON RESISTORS, COMPOSITION OR FILM TYPES",8
853321,FOR A POWER HANDLING CAPACITY NOT EXCEEDING 20 W :,6
85332111, OF NICHROME,8
85332119, OTHER,8
